label,text
ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx"
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
ham,Have you been practising your curtsey?
ham,Its normally hot mail. Com you see!
ham,Bognor it is! Should be splendid at this time of year.
ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that"
ham,Otherwise had part time job na-tuition..
ham,I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave... 
ham,I'm reaching home in 5 min.
spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo
ham,Hey tmr maybe can meet you at yck
ham,What happened to our yo date?
ham,Have your lunch and come quickly and open the door:)
ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)"
spam,"URGENT! Your Mobile No 07808726822 was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
ham,When you came to hostel.
ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
ham,Alright. I'm out--have a good night!
ham,"Evening * v good if somewhat event laden. Will fill you in, don't you worry Û_ Head * ok but throat * wrecked. See you at six then!"
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
ham,I reach home safe n sound liao...
ham,I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.
ham,When you guys planning on coming over?
ham,"Yes, princess. Toledo."
ham,Does not operate after  &lt;#&gt;  or what
spam,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp å£1.50/msg.
ham,Yeah I'll try to scrounge something up
ham,Well boy am I glad G wasted all night at applebees for nothing
ham,I'm in a movie... Collect car oredi...
ham,How are you enjoying this semester? Take care brother.
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
ham,Sorry i'm not free...
ham,Yeah that'd pretty much be the best case scenario
ham,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!
ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
ham,I cant pick the phone right now. Pls send a message
ham,Thanx a lot 4 ur help!
ham,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;
ham,* Will be september by then!
spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service."
ham,K I'll be there before 4.
ham,One small prestige problem now.
spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO"
ham,"Just dropped em off, omw back now"
ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)"
ham,Prepare to be pounded every night...
ham,Hey gals...U all wanna meet 4 dinner at nÌÂte? 
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
ham,Sounds like you have many talents! would you like to go on a dinner date next week?
ham,I dont want to hear philosophy. Just say what happen
ham,"Yun ah.the ubi one say if Ì_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ì¬n"
ham,WHITE FUDGE OREOS ARE IN STORES
spam,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
ham,Sry da..jst nw only i came to home..
spam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost å£1.50. 2 cancel send STOP"
ham,Happy birthday... May all ur dreams come true...
ham,No da. I am happy that we sit together na
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
ham,Hope you are having a great day.
ham,O was not into fps then.
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...
ham,"That's cool he'll be here all night, lemme know when you're around"
ham,They just talking thats it de. They wont any other.
ham,Lol your always so convincing.
ham,The evo. I just had to download flash. Jealous?
ham,Lol well don't do it without me. We could have a big sale together.
ham,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply
ham,I sent lanre fakeye's Eckankar details to the mail box
ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x
ham,"No, I was trying it all weekend ;V"
ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.
ham,"Wat time liao, where still got."
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
ham,Guessin you ain't gonna be here before 9?
ham,Sorry i missed your call. Can you please call back.
ham, &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla
ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
ham,Wat Ì_ doing now?
ham,Sat right? Okay thanks... 
ham,I remain unconvinced that this isn't an elaborate test of my willpower
ham,* You gonna ring this weekend or wot?
ham,Fuck babe ... What happened to you ? How come you never came back?
ham,You know what hook up means right?
ham,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit
spam,Please CALL 08712402578 immediately as there is an urgent message waiting for you
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon 
ham,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish 
ham,Ok lar... Joking wif u oni...
ham,No da. . Vijay going to talk in jaya tv
ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
ham,Esplanade lor. Where else...
ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem"
ham,"(No promises on when though, haven't even gotten dinner yet)"
ham,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd
ham, and  picking them up from various points
ham,7 lor... Change 2 suntec... Wat time u coming?
ham,And several to you sir.
ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. 
ham,My sister got placed in birla soft da:-)
ham,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow"
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
ham,Thats cool princess! I will cover your face in hot sticky cum :)
ham,"Yes, princess. Are you going to make me moan?"
ham,I didnt get anything da
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
spam,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182"
ham,"Sure, I'll see if I can come by in a bit"
ham,\HEY KATE
ham,Beerage?
ham,You didnt complete your gist oh.
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...
ham,There the size of elephant tablets & u shove um up ur ass!!
ham,Allo! We have braved the buses and taken on the trains and triumphed. I mean weÛ÷re in bÛ÷ham. Have a jolly good rest of week
ham,That one week leave i put know that time. Why.
ham,Must come later.. I normally bathe him in da afternoon mah..
spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?"
ham,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham,Can you please send me my aunty's number
ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight"
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
ham,How. Its a little difficult but its a simple way to enter this place
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
ham,Oops my phone died and I didn't even know. Yeah I like it better.
ham,"Miss ya, need ya, want ya, love ya."
ham,Sure! I am driving but will reach my destination soon.
ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
ham,Take us out shopping and Mark will distract Isaiah.=D
ham,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX
ham,soon you will have the real thing princess! Do i make you wet? :)
ham,"Yep, by the pretty sculpture"
ham,ÌÏ log off 4 wat. It's sdryb8i
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
ham,Fine am simply sitting.
ham,You got job in wipro:)you will get every thing in life in 2 or 3 years.
ham,Not..tel software name..
ham," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! "
ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card"
ham,I'm at work. Please call
ham,"Sorry, I'll call later"
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.
spam,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468
ham,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol
ham,Where's my boytoy? I miss you ... What happened?
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.
ham,Ok
ham,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us"
ham,Its too late:)but its k.wish you the same.
ham,Yup having my lunch buffet now.. U eat already?
ham,Er yep sure. Props?
ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
ham,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.
ham,For my family happiness..
ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
ham,Great comedy..cant stop laughing da:)
ham,have * good weekend.
ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?"
ham,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... 
ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx
ham,I am late. I will be there at
ham,Sorry * was at the grocers.
ham,Its hard to believe things like this. All can say lie but think twice before saying anything to me.
ham,Aight ill get on fb in a couple minutes
ham,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?"
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.
ham,Thanx a lot...
ham,"Yup. Anything lor, if u dun wan it's ok..."
ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.
ham,Give me a sec to think think about it
ham,I was at bugis juz now wat... But now i'm walking home oredi... ÌÏ so late then reply... I oso saw a top dat i like but din buy... Where r Ì_ now? 
ham,Sindu got job in birla soft ..
ham,So what about you. What do you remember
ham,Hi Petey!noiåÕm ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
ham,It shall be fine. I have avalarr now. Will hollalater
ham,Ok lor... Or u wan me go look 4 u?
ham,I wan but too early lei... Me outside now wun b home so early... Neva mind then...
ham,"Sure, whenever you show the fuck up &gt;:("
ham,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.
ham,Hi where you. You in home or calicut?
ham,"Ok., is any problem to u frm him? Wats matter?"
ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management"
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone
ham,"Sorry, I'll call later in meeting."
ham,K.k:)when are you going?
ham,Geeeee ... I love you so much I can barely stand it
ham,"Ok da, i already planned. I wil pick you."
ham,Then i buy.
ham,Yup i've finished c Ì_ there...
ham,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday."
ham,May i call You later Pls
ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers"
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
ham,Have you started in skye
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
ham,jay says he'll put in  &lt;#&gt;
ham,K.i will send in  &lt;#&gt;  min:)
ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!
spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!
ham,But really quite funny lor wat... Then u shd haf run shorter distance wat...
spam,You have 1 new message. Please call 08718738034.
spam,"URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM"
ham,am up to my eyes in philosophy
ham, &lt;#&gt;  in mca. But not conform.
ham,Poor girl can't go one day lmao
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later"
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk"
ham,Hmmm.but you should give it on one day..
ham,Lol for real. She told my dad I have cancer
ham,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ì_ cut ur hair. 
spam,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
ham,Talk to g and x about that
spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077
ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
ham,"I call you later, don't have network. If urgnt, sms me."
ham,Ok then u tell me wat time u coming later lor.
ham,"As usual..iam fine, happy &amp; doing well..:)"
ham,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me"
ham,Bbq this sat at mine from 6ish. Ur welcome 2 come
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
ham,Do Ì_ noe if ben is going?
ham,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
ham,Yun buying... But school got offer 2000 plus only...
ham,Sorry completely forgot * will pop em round this week if your still here?
ham,"Maybe westshore or hyde park village, the place near my house?"
ham,Guess he wants alone time. We could just show up and watch when they do..
spam,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16"
ham,Most of the tiime when i don't let you hug me it's so i don't break into tears.
spam,Ur balance is now å£500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao..."
ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back."
ham,"Mostly sports type..lyk footbl,crckt.."
spam,"This is the 2nd time we have tried 2 contact u. U have won the å£750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate."
ham,Oh god. I'm gonna Google nearby cliffs now.
ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.
spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX"
ham,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning
ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.
ham,"Okey dokey, iÛ÷ll be over in a bit just sorting some stuff out."
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
ham,Ard 530 lor. I ok then message Ì_ lor.
ham,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.
spam,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!
ham,Dude got a haircut. Now its breezy up there
ham,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.
ham,Are you still getting the goods.
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
ham,This weekend is fine (an excuse not to do too much decorating)
ham,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is
ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?
spam,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts
ham,Hey mr whats the name of that bill brison book the one about language and words 
ham,"And that's fine, I got enough bud to last most of the night at least"
ham,Hey r Ì_ still online? I've finished the formatting...
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout
ham,Oh...i asked for fun. Haha...take care. Ì_
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
ham,Still in the area of the restaurant. Ill try to come back soon
ham,I'll reach in ard 20 mins ok...
ham,Siva is in hostel aha:-.
ham,Wish i were with you now!
ham,What's the significance?
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
spam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!
ham,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
ham,Fuck cedar key and fuck her (come over anyway tho)
ham,Were trying to find a Chinese food place around here
ham,That is wondar full flim.
ham,Lolnice. I went from a fish to ..water.?
ham,Okie...
ham,I have a sore throat. It's scratches when I talk
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
ham,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in."
ham,Have a good trip. Watch out for . Remember when you get back we must decide about easter.
ham,No but the bluray player can
ham,Lil fever:) now fine:)
ham,"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\"""""
ham,Hope you are not scared!
ham,"Greetings me, ! Consider yourself excused."
ham,Whos this am in class:-)
ham,Me too baby! I promise to treat you well! I bet you will take good care of me...
ham,"Not sure yet, still trying to get a hold of him"
ham,Yupz... I've oredi booked slots 4 my weekends liao... 
ham,Ok...
ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.
ham,Wat time r Ì_ going to xin's hostel?
ham,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream
ham,Then we wait 4 u lor... No need 2 feel bad lar...
ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!"""
ham,"Sorry sir, i will call you tomorrow.  senthil.hsbc"
ham,He's in lag. That's just the sad part but we keep in touch thanks to skype
ham,"Hey , is * rite u put åÈ10 evey mnth is that all?"
ham,Sos! Any amount i can get pls.
spam,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994"
ham,I dont know oh. Hopefully this month.
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV
ham,"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"""
ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
ham,Love it! The girls at the office may wonder why you are smiling but sore...
ham,I am sorry it hurt you.
ham,"Bill, as in: Are there any letters for me. iÛªm expecting one from orange that isnÛªt a bill but may still say orange on it."
ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it."
ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
spam,2/2 146tf150p
ham,"Not much, just some textin'. How bout you?"
ham,"that would be good Û_ I'll phone you tomo lunchtime, shall I, to organise something?"
ham,Really dun bluff me leh... U sleep early too. Nite...
ham,Gudnite....tc...practice going on
ham,COME BACK TO TAMPA FFFFUUUUUUU
ham,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.
ham,Ok...
ham,Have you laid your airtel line to rest?
ham,"I am real, baby! I want to bring out your inner tigress..."
spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz
ham,Quite late lar... Ard 12 anyway i wun b drivin...
ham,My drive can only be read. I need to write
ham,Daddy will take good care of you :)
ham,Ok lor... But buy wat?
ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... 
ham,Just got outta class gonna go gym.
ham,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!
ham,Ok c Ì_ then.
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx
ham,Nt joking seriously i told
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
ham,Eatin my lunch...
ham,Yes I know the cheesy songs from frosty the snowman :)
ham,get ready to moan and scream :)
ham,Come to medical college at 7pm ......forward it da
ham,Watching tv now. I got new job :)
ham,Dear are you angry i was busy dear
ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?"
ham,Erm. I thought the contract ran out the4th of october.
ham,Still otside le..u come 2morrow maga..
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705
ham,You are not bothering me but you have to trust my answers. Pls.
ham,There are no other charges after transfer charges and you can withdraw anyhow you like
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
ham,Great! I shoot big loads so get ready!
ham,Hi dear we saw dear. We both are happy. Where you my battery is low
ham,Now am free call me pa.
ham,Nope i waiting in sch 4 daddy... 
ham,Jus finished avatar nigro
ham,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz..."
ham,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx
ham,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always"
